,ad_id,link,county_number,county,location1,location2,apartment_type,sqft(m2),sqft_net(m2),number_of_rooms,balcony_type,number_of_floors,floor_number,floors_in_building,year_of_construction,year_of_renovation,parking_spots,energy_class,price(€),post_date
165,38943364,https://www.njuskalo.hr/nekretnine/novogradnja-tribunj-stan-prizemlju-vrtom-pogledom-oglas-38943364,15,Šibensko-kninska,Tribunj,Tribunj,1,110.15,,3.0,Terasa,1.0,Prizemlje,2,2022.0,,2,,319000.0,2024-06-20
166,40001324,https://www.njuskalo.hr/nekretnine/sibenik-centar-stan-renovaciju-63-m2-oglas-40001324,15,Šibensko-kninska,Šibenik,Grad,0,63.42,,3.0,,1.0,1.,2,,,,,140000.0,2024-06-20
167,40339233,https://www.njuskalo.hr/nekretnine/jednosobni-stan-centar-knina-50-m2-oglas-40339233,15,Šibensko-kninska,Knin,Knin,1,50.0,,2.0,Balkon,1.0,4.,4,1968.0,2013.0,,,75000.0,2024-06-20
168,40739155,https://www.njuskalo.hr/nekretnine/moderan-dvosoban-stan-blizini-mora-oglas-40739155,15,Šibensko-kninska,Vodice,Vodice,0,60.05,,3.0,"Balkon, Terasa",3.0,1.,3,1970.0,2005.0,,,230000.0,2024-06-20
169,40990497,https://www.njuskalo.hr/nekretnine/luksuzan-stan-s6-top-lokaciji-vodice-oglas-40990497,15,Šibensko-kninska,Vodice,Vodice,1,137.38,,4.0,"Balkon, Terasa",3.0,1.,3,2024.0,2024.0,1,A,658710.0,2024-06-20
170,40990501,https://www.njuskalo.hr/nekretnine/luksuzni-stan-prizemlju-top-lokaciji-vodice-s2-oglas-40990501,15,Šibensko-kninska,Vodice,Vodice,1,71.27,,3.0,"Balkon, Terasa",3.0,Prizemlje,3,2024.0,2024.0,1,A,405000.0,2024-06-20
171,41237564,https://www.njuskalo.hr/nekretnine/luksuzan-stan-s5-centru-vodice-oglas-41237564,15,Šibensko-kninska,Vodice,Vodice,1,59.66,,3.0,"Lođa (Loggia), Terasa",3.0,,2,,,2,A,210000.0,2024-06-20
172,42217068,https://www.njuskalo.hr/nekretnine/vodice-novogradnja-stan-prizemlju-s4-dvoristem-oglas-42217068,15,Šibensko-kninska,Vodice,Vodice,1,108.22,,4.0,"Balkon, Terasa",2.0,Prizemlje,2,2024.0,,1,A+,328000.0,2024-06-20
173,42446189,https://www.njuskalo.hr/nekretnine/stan-prizemlju-novogradnje-brodarica-oglas-42446189,15,Šibensko-kninska,Šibenik - Okolica,Brodarica,1,69.66,,3.0,Terasa,1.0,Prizemlje,2,2023.0,,1,,265000.0,2024-06-20
174,42945642,https://www.njuskalo.hr/nekretnine/novogradnja-vodice-apartman-prizemlju-a1-zgrada-b-oglas-42945642,15,Šibensko-kninska,Vodice,Vodice,1,65.47,,2.0,Terasa,1.0,Prizemlje,2,2024.0,,1,A+,170000.0,2024-06-20
175,42927181,https://www.njuskalo.hr/nekretnine/luksuzan-penthouse-sukosan-novogradnja-s6-zgrada-a-oglas-42927181,13,Zadarska,Sukošan,Sukošan,1,132.3,,4.0,"Balkon, Terasa",2.0,2.,2,2024.0,,1,A+,423272.0,2024-06-20
176,43297049,https://www.njuskalo.hr/nekretnine/novogradnja-dvosoban-stan-1-katu-s5-vodice-oglas-43297049,15,Šibensko-kninska,Vodice,Vodice,1,82.07,,3.0,"Balkon, Terasa",1.0,1.,2,2024.0,,1,A+,303000.0,2024-06-20
177,43487927,https://www.njuskalo.hr/nekretnine/novogrdanja-tribunj-s2-dvosoban-stan-prizemlju-oglas-43487927,15,Šibensko-kninska,Tribunj,Tribunj,1,78.94,,3.0,"Balkon, Terasa",1.0,Prizemlje,2,2024.0,,1,A+,284184.0,2024-06-20
178,43487928,https://www.njuskalo.hr/nekretnine/novogradnja-tribunj-s1-dvosoban-stan-prizemlju-oglas-43487928,15,Šibensko-kninska,Tribunj,Tribunj,1,84.28,,3.0,"Balkon, Terasa",1.0,Prizemlje,2,2024.0,,1,A+,303408.0,2024-06-20
179,43134998,https://www.njuskalo.hr/nekretnine/rab-kampor-stan-prvo-useljenje-nakon-renoviranja-43m2-loggia-oglas-43134998,8,Primorsko-goranska,Rab,Kampor,1,43.0,43.0,1.0,Lođa (Loggia),1.0,2.,3,,2023.0,1,B,159000.0,2024-06-20
180,40954995,https://www.njuskalo.hr/nekretnine/medulin-posesi-pocetak-gradnje-rujan-gradevinska-dozvola-oglas-40954995,18,Istarska,Medulin,Medulin,1,58.0,,2.0,Balkon,1.0,2.,2,2023.0,,1,,220000.0,2024-06-20
181,38693603,https://www.njuskalo.hr/nekretnine/novogradnja-vodice-trosoban-stan-blizini-centra-oglas-38693603,15,Šibensko-kninska,Vodice,Vodice,1,125.0,,4.0,Lođa (Loggia),1.0,1.,1,2021.0,,2,,300000.0,2024-06-20
182,38842217,https://www.njuskalo.hr/nekretnine/trosobni-stan-visokom-potkrovlju-pogledom-zadar-oglas-38842217,13,Zadarska,Zadar,Melada (Maslina),1,125.0,,4.0,Terasa,1.0,Visoko potkrovlje,5,,2022.0,1,B,437000.0,2024-06-20
183,39141317,https://www.njuskalo.hr/nekretnine/luksuzni-stan-duplexu-bazenom-s1-vodice-oglas-39141317,15,Šibensko-kninska,Vodice,Vodice,1,194.1,,4.0,"Lođa (Loggia), Terasa",3.0,,,2022.0,,,,500000.0,2024-06-20
184,39237278,https://www.njuskalo.hr/nekretnine/trosoban-stan-apartman-tisnom-pogledom-more-100m-mora-oglas-39237278,15,Šibensko-kninska,Tisno,Tisno,0,175.4,,5.0,Terasa,3.0,Prizemlje,2,2012.0,,2,,460000.0,2024-06-20
185,39418054,https://www.njuskalo.hr/nekretnine/dvoetazni-stan-centru-tribunja-oglas-39418054,15,Šibensko-kninska,Tribunj,Tribunj,0,154.81,,4.0,"Balkon, Lođa (Loggia), Terasa",2.0,,,,,,,280000.0,2024-06-20
186,40289473,https://www.njuskalo.hr/nekretnine/luksuzan-penthouse-1-red-mora-srima-oglas-40289473,15,Šibensko-kninska,Vodice,Srima,1,214.7,,4.0,"Balkon, Terasa",2.0,2.,2,2023.0,,1,A+,950000.0,2024-06-20
187,40491212,https://www.njuskalo.hr/nekretnine/namjesten-apartman-slanici-murter-oglas-40491212,15,Šibensko-kninska,Murter,Murter,1,55.86,,3.0,Terasa,1.0,Prizemlje,2,,,1,,225000.0,2024-06-20
188,42872042,https://www.njuskalo.hr/nekretnine/vodice-stan-novogradnji-krovnom-terasom-oglas-42872042,15,Šibensko-kninska,Vodice,Vodice,1,121.2,,4.0,Terasa,1.0,1.,2,,,2,,285000.0,2024-06-20
189,42872046,https://www.njuskalo.hr/nekretnine/stan-novogradnja-s2-vodice-oglas-42872046,15,Šibensko-kninska,Vodice,Vodice,1,79.76,,3.0,Terasa,1.0,Prizemlje,2,2024.0,,1,,185000.0,2024-06-20
190,42872049,https://www.njuskalo.hr/nekretnine/s1-tribunj-novogradnja-stan-prizemlju-vrtom-oglas-42872049,15,Šibensko-kninska,Tribunj,Tribunj,1,105.5,,3.0,"Balkon, Terasa",1.0,2.,,,,1,A+,330000.0,2024-06-20
191,42927169,https://www.njuskalo.hr/nekretnine/luksuzan-stan-vodice-oglas-42927169,15,Šibensko-kninska,Vodice,Vodice,1,89.27,,3.0,Balkon,3.0,3.,,,,1,,289000.0,2024-06-20
192,42927185,https://www.njuskalo.hr/nekretnine/luksuzni-stanovi-sukosan-trosoban-stan-prizemlju-novogradnja-oglas-42927185,13,Zadarska,Sukošan,Sukošan,1,99.95,,4.0,Balkon,1.0,Prizemlje,2,2024.0,,1,A+,279860.0,2024-06-20
193,42945640,https://www.njuskalo.hr/nekretnine/novogradnja-vodice-moderan-trosoban-stan-2-katu-s6-zgrada-b-oglas-42945640,15,Šibensko-kninska,Vodice,Vodice,1,99.63,,4.0,Terasa,1.0,2.,2,2024.0,,1,A+,240000.0,2024-06-20
194,42945644,https://www.njuskalo.hr/nekretnine/novogradnja-vodice-moderan-dvosoban-stan-1-katu-s3-zgrada-a-oglas-42945644,15,Šibensko-kninska,Vodice,Vodice,1,135.71,,3.0,Terasa,1.0,1.,2,2024.0,,1,A+,270000.0,2024-06-20
195,43297047,https://www.njuskalo.hr/nekretnine/novogradnja-dvosoban-stan-2-katu-s7-vodice-oglas-43297047,15,Šibensko-kninska,Vodice,Vodice,1,81.5,,3.0,"Balkon, Terasa",1.0,2.,2,2024.0,,1,A+,309000.0,2024-06-20
196,43514689,https://www.njuskalo.hr/nekretnine/duplex-pogledom-more-tribunj-vodice-oglas-43514689,15,Šibensko-kninska,Tribunj,Tribunj,1,179.7,,4.0,"Balkon, Terasa",3.0,,1,2024.0,,2,A+,495000.0,2024-06-20
197,43626754,https://www.njuskalo.hr/nekretnine/moderan-dvosoban-stan-novogradnji-oglas-43626754,15,Šibensko-kninska,Šibenik - Okolica,Brodarica,1,75.72,,3.0,Lođa (Loggia),1.0,2.,2,,,2,,234732.0,2024-06-20
198,43626755,https://www.njuskalo.hr/nekretnine/moderan-dvosoban-stan-novogradnji-oglas-43626755,15,Šibensko-kninska,Šibenik - Okolica,Brodarica,1,75.72,,3.0,Lođa (Loggia),1.0,1.,2,,,2,,227160.0,2024-06-20
199,43626756,https://www.njuskalo.hr/nekretnine/moderan-dvosoban-stan-novogradnji-oglas-43626756,15,Šibensko-kninska,Šibenik - Okolica,Brodarica,1,83.28,,3.0,Lođa (Loggia),1.0,Prizemlje,2,,,2,,241512.0,2024-06-20
200,43626757,https://www.njuskalo.hr/nekretnine/luksuzan-stan-srcu-grada-pogledom-more-oglas-43626757,15,Šibensko-kninska,Šibenik,Grad,1,80.0,,3.0,Terasa,1.0,1.,3,,,,,470000.0,2024-06-20
201,43750515,https://www.njuskalo.hr/nekretnine/prekrasan-apartman-pogledom-more-brodarici-oglas-43750515,15,Šibensko-kninska,Šibenik - Okolica,Brodarica,1,71.83,,3.0,"Balkon, Lođa (Loggia)",1.0,Visoko prizemlje,,2016.0,,1,,239000.0,2024-06-20
202,41594608,https://www.njuskalo.hr/nekretnine/donji-grad-jukiceva-jednosoban-stan-izvrsna-lokacija-oglas-41594608,21,Grad Zagreb,Donji Grad,Donji grad,1,43.54,43.54,1.0,,1.0,Visoko prizemlje,Visoko prizemlje,1930.0,2019.0,,,158400.0,2024-06-20
203,41748244,https://www.njuskalo.hr/nekretnine/maksimir-gornji-bukovac-cetverosoban-stan-oglas-41748244,21,Grad Zagreb,Maksimir,Gornji Bukovac,1,152.57,152.57,4.0,,1.0,Prizemlje,2,2009.0,2018.0,,,396682.0,2024-06-20
204,43422107,https://www.njuskalo.hr/nekretnine/samobor-centar-trosoban-stan-novogradnja-oglas-43422107,1,Zagrebačka,Samobor,Centar,1,91.15,,3.0,,1.0,Prizemlje,,2024.0,,,,291680.0,2024-06-20
205,43422177,https://www.njuskalo.hr/nekretnine/samobor-centar-cetverosoban-stan-novogradnja-oglas-43422177,1,Zagrebačka,Samobor,Centar,1,91.34,,4.0,Lođa (Loggia),1.0,1.,,2024.0,,,,292288.0,2024-06-20
206,43422211,https://www.njuskalo.hr/nekretnine/samobor-centar-trosoban-stan-novogradnja-oglas-43422211,1,Zagrebačka,Samobor,Centar,1,78.73,,3.0,Terasa,1.0,1.,,2024.0,,,,251936.0,2024-06-20
207,43422248,https://www.njuskalo.hr/nekretnine/samobor-centar-trosoban-stan-novogradnja-oglas-43422248,1,Zagrebačka,Samobor,Centar,1,89.85,,3.0,,1.0,Prizemlje,,2024.0,,,,287520.0,2024-06-20
208,43422274,https://www.njuskalo.hr/nekretnine/samobor-centar-trosoban-stan-novogradnja-oglas-43422274,1,Zagrebačka,Samobor,Centar,1,85.82,,3.0,Lođa (Loggia),1.0,1.,,2024.0,,,,274624.0,2024-06-20
209,43593391,https://www.njuskalo.hr/nekretnine/samobor-centar-trosoban-stan-novogradnja-oglas-43593391,1,Zagrebačka,Samobor,Centar,1,89.85,89.85,3.0,,1.0,Prizemlje,Prizemlje,2024.0,,,,287520.0,2024-06-20
210,43593392,https://www.njuskalo.hr/nekretnine/samobor-centar-trosoban-stan-novogradnja-oglas-43593392,1,Zagrebačka,Samobor,Centar,1,78.73,78.73,3.0,,1.0,1.,,2024.0,,,,251936.0,2024-06-20
211,43742652,https://www.njuskalo.hr/nekretnine/jelenovac-vrtlarska-dvoetazni-stan-izvrsna-lokacija-oglas-43742652,21,Grad Zagreb,Črnomerec,Črnomerec,1,350.0,350.0,5.0,,1.0,1.,,,,,,535000.0,2024-06-20
212,44049985,https://www.njuskalo.hr/nekretnine/remetinec-remetinecki-gaj-trosoban-stan-odlicna-lokacija-oglas-44049985,21,Grad Zagreb,Novi Zagreb - Zapad,Remetinec,1,69.0,69.0,3.0,,1.0,2.,5,1956.0,2002.0,,,149000.0,2024-06-20
213,44088710,https://www.njuskalo.hr/nekretnine/tresnjevka-bersecka-trosoban-stan-odlicna-lokacija-oglas-44088710,21,Grad Zagreb,Trešnjevka - Sjever,Trešnjevka,1,58.0,58.0,3.0,,1.0,2.,2,1966.0,,,,154000.0,2024-06-20
214,44088711,https://www.njuskalo.hr/nekretnine/tresnjevka-tesanjska-dvosoban-stan-odlicna-lokacija-oglas-44088711,21,Grad Zagreb,Trešnjevka - Sjever,Trešnjevka,1,60.1,60.1,2.0,,1.0,Visoko prizemlje,Visoko prizemlje,2004.0,,,,210000.0,2024-06-20
215,40387050,https://www.njuskalo.hr/nekretnine/luksuzan-stan-prvom-redu-mora-zaboric-oglas-40387050,15,Šibensko-kninska,Šibenik - Okolica,Žaborić,1,77.76,,3.0,Terasa,1.0,1.,2,2023.0,,1,,500000.0,2024-06-20
216,40746459,https://www.njuskalo.hr/nekretnine/vodice-3-stana-samo-150-m-mora-oglas-40746459,15,Šibensko-kninska,Vodice,Vodice,0,138.77,,5.0,"Balkon, Terasa",3.0,3.,3,1970.0,2005.0,2,,398000.0,2024-06-20
217,40763744,https://www.njuskalo.hr/nekretnine/dvosoban-stan-prizemlju-srima-vodice-oglas-40763744,15,Šibensko-kninska,Vodice,Vodice,0,50.7,,3.0,"Balkon, Terasa",2.0,,1,2005.0,,1,,160000.0,2024-06-20
218,42553852,https://www.njuskalo.hr/nekretnine/dvosoban-stan-srimi-novogradnja-s2-oglas-42553852,15,Šibensko-kninska,Vodice,Srima,1,76.64,,3.0,"Balkon, Terasa",2.0,,1,2024.0,,1,A+,210000.0,2024-06-20
219,42654513,https://www.njuskalo.hr/nekretnine/luksuzan-stan-prvi-red-mora-vodice-oglas-42654513,15,Šibensko-kninska,Vodice,Vodice,1,104.92,,4.0,"Balkon, Terasa",1.0,2.,2,2020.0,,2,A+,399000.0,2024-06-20
220,42776889,https://www.njuskalo.hr/nekretnine/luksuzan-stan-top-lokaciji-samoj-rivi-1-redu-mora-oglas-42776889,15,Šibensko-kninska,Šibenik,Grad,1,150.0,,5.0,,1.0,1.,,,2022.0,,,580000.0,2024-06-20
221,42872053,https://www.njuskalo.hr/nekretnine/s2-tribunj-novogradnja-stan-prizemlju-vrtom-oglas-42872053,15,Šibensko-kninska,Tribunj,Tribunj,1,103.77,,3.0,"Balkon, Terasa",1.0,2.,,,,1,A+,326000.0,2024-06-20
222,42927173,https://www.njuskalo.hr/nekretnine/luksuzan-penthouse-sukosan-novogradnja-s6-zgrada-c-oglas-42927173,13,Zadarska,Sukošan,Sukošan,1,122.92,,3.0,"Balkon, Terasa",2.0,Penthouse,2,2024.0,,1,A+,393328.0,2024-06-20
223,42927174,https://www.njuskalo.hr/nekretnine/luksuzni-stanovi-dvosoban-stan-1-katu-sukosan-novogradnja-oglas-42927174,13,Zadarska,Sukošan,Sukošan,1,68.54,,3.0,"Balkon, Terasa",1.0,Prizemlje,2,2024.0,,1,A+,191898.0,2024-06-20
224,42927177,https://www.njuskalo.hr/nekretnine/luksuzan-penthouse-sukosan-novogradnja-s5-zgrada-c-oglas-42927177,13,Zadarska,Sukošan,Sukošan,1,86.51,,2.0,"Balkon, Terasa",2.0,Penthouse,2,2024.0,,1,A+,276832.0,2024-06-20
225,42927178,https://www.njuskalo.hr/nekretnine/luksuzni-stanovi-dvosoban-stan-1-katu-sukosan-novogradnja-oglas-42927178,13,Zadarska,Sukošan,Sukošan,1,96.6,,3.0,Balkon,1.0,1.,2,2024.0,,1,A+,270480.0,2024-06-20
226,42945641,https://www.njuskalo.hr/nekretnine/novogradnja-vodice-moderan-dvosoban-stan-2-katu-s5-zgrada-b-oglas-42945641,15,Šibensko-kninska,Vodice,Vodice,1,78.79,,3.0,Terasa,1.0,2.,2,2024.0,,1,A+,190000.0,2024-06-20
227,42945646,https://www.njuskalo.hr/nekretnine/novogradnja-vodice-moderan-trosoban-stan-1-katu-s4-zgrada-b-oglas-42945646,15,Šibensko-kninska,Vodice,Vodice,1,99.63,,4.0,Terasa,1.0,1.,2,2024.0,,1,A+,240000.0,2024-06-20
228,43297048,https://www.njuskalo.hr/nekretnine/novogradnja-dvosoban-stan-2-katu-s6-vodice-oglas-43297048,15,Šibensko-kninska,Vodice,Vodice,1,76.14,,3.0,"Balkon, Terasa",1.0,2.,2,2024.0,,1,A+,304000.0,2024-06-20
229,43297051,https://www.njuskalo.hr/nekretnine/novogradnja-dvosoban-stan-prizemlju-s3-vodice-oglas-43297051,15,Šibensko-kninska,Vodice,Vodice,1,91.17,,3.0,"Balkon, Terasa",1.0,Prizemlje,2,2024.0,,1,A+,319000.0,2024-06-20
230,43297052,https://www.njuskalo.hr/nekretnine/novogradnja-dvosoban-stan-1-katu-s4-vodice-oglas-43297052,15,Šibensko-kninska,Vodice,Vodice,1,75.75,,3.0,"Balkon, Terasa",1.0,1.,2,2024.0,,1,A+,280000.0,2024-06-20
231,43423018,https://www.njuskalo.hr/nekretnine/luksuzni-stanovi-pogledom-more-tribunj-s5-oglas-43423018,15,Šibensko-kninska,Tribunj,Tribunj,1,119.0,,3.0,Terasa,1.0,2.,2,2004.0,,2,A+,510000.0,2024-06-20
232,43423020,https://www.njuskalo.hr/nekretnine/luksuzni-stanovi-pogledom-more-tribunj-s2-oglas-43423020,15,Šibensko-kninska,Tribunj,Tribunj,1,110.0,,3.0,Terasa,1.0,Prizemlje,2,2024.0,,2,A+,498000.0,2024-06-20
233,43545697,https://www.njuskalo.hr/nekretnine/dvosobni-stan-terasom-varos-sibenik-oglas-43545697,15,Šibensko-kninska,Šibenik,Varoš,0,91.0,,3.0,Terasa,1.0,2.,2,,2021.0,,,205000.0,2024-06-20
234,43554727,https://www.njuskalo.hr/nekretnine/novogradnja-murter-stan-pogleodm-more-400m-centra-oglas-43554727,15,Šibensko-kninska,Murter,Murter,1,63.0,,3.0,"Balkon, Terasa",1.0,1.,1,2024.0,,1,A+,280000.0,2024-06-20
235,37052675,https://www.njuskalo.hr/nekretnine/stan-novogradnji-drugi-red-mora-srima-oglas-37052675,15,Šibensko-kninska,Vodice,Srima,1,79.28,,3.0,Terasa,1.0,1.,2,2023.0,,1,,301264.0,2024-06-20
236,38114502,https://www.njuskalo.hr/nekretnine/novogradnja-murter-stan-prizemlju-vrtom-oglas-38114502,15,Šibensko-kninska,Murter,Murter,1,98.06,,3.0,Terasa,1.0,Prizemlje,2,2022.0,,1,,375000.0,2024-06-20
237,38114504,https://www.njuskalo.hr/nekretnine/murter-dvosoban-stan-novogradnji-pogledom-more-oglas-38114504,15,Šibensko-kninska,Murter,Murter,1,92.32,,3.0,"Lođa (Loggia), Terasa",1.0,1.,2,2022.0,,1,,360000.0,2024-06-20
238,38358443,https://www.njuskalo.hr/nekretnine/murter-urban-villa-luksuzni-stan-bazenom-oglas-38358443,15,Šibensko-kninska,Murter,Murter,1,133.27,,4.0,Lođa (Loggia),1.0,Prizemlje,1,2022.0,,1,,480000.0,2024-06-20
239,38365684,https://www.njuskalo.hr/nekretnine/novogradnja-murter-stan-pogledom-more-oglas-38365684,15,Šibensko-kninska,Murter,Murter,1,86.62,,3.0,Terasa,1.0,1.,1,2022.0,,1,,370000.0,2024-06-20
240,39861555,https://www.njuskalo.hr/nekretnine/apartman-tribunju-50m-plaze-oglas-39861555,15,Šibensko-kninska,Tribunj,Tribunj,1,63.42,,3.0,Balkon,1.0,Visoko potkrovlje,2,,,1,,250000.0,2024-06-20
241,40156638,https://www.njuskalo.hr/nekretnine/dvosoban-stan-vrtom-murter-75.06-m2-oglas-40156638,15,Šibensko-kninska,Murter,Murter,1,75.06,,3.0,Terasa,1.0,Prizemlje,2,2023.0,,1,,285000.0,2024-06-20
242,40273526,https://www.njuskalo.hr/nekretnine/stan-dvoristem-pogledom-more-vodice-oglas-40273526,15,Šibensko-kninska,Vodice,Vodice,1,77.0,,4.0,Terasa,1.0,Prizemlje,1,,,,,229000.0,2024-06-20
243,40273529,https://www.njuskalo.hr/nekretnine/stan-pogledom-more-vodice-oglas-40273529,15,Šibensko-kninska,Vodice,Vodice,0,102.39,,4.0,"Balkon, Lođa (Loggia), Terasa",1.0,,1,,,,,299000.0,2024-06-20
244,40281491,https://www.njuskalo.hr/nekretnine/stan-prizemlju-velikim-dvoristem-vodice-oglas-40281491,15,Šibensko-kninska,Vodice,Vodice,1,70.0,,3.0,Terasa,1.0,Prizemlje,1,,,,,219000.0,2024-06-20
245,40990500,https://www.njuskalo.hr/nekretnine/luksuzni-stan-s4-prizemlju-top-lokaciji-vodice-oglas-40990500,15,Šibensko-kninska,Vodice,Vodice,1,89.59,,3.0,"Balkon, Terasa",3.0,Prizemlje,3,2024.0,2024.0,1,A,464000.0,2024-06-20
246,41684673,https://www.njuskalo.hr/nekretnine/luksuzni-apartman-more-2-kat-betina-oglas-41684673,15,Šibensko-kninska,Tisno,Betina,1,88.23,,3.0,Terasa,1.0,2.,2,2022.0,,1,,496800.0,2024-06-20
247,42217066,https://www.njuskalo.hr/nekretnine/vodice-novogradnja-stan-s6-oglas-42217066,15,Šibensko-kninska,Vodice,Vodice,1,81.5,,3.0,"Balkon, Lođa (Loggia), Terasa",1.0,1.,2,2024.0,,1,A+,233000.0,2024-06-20
248,42217070,https://www.njuskalo.hr/nekretnine/vodice-novogradnja-stan-prizemlju-s2-dvoristem-oglas-42217070,15,Šibensko-kninska,Vodice,Vodice,1,96.48,,4.0,,2.0,Prizemlje,2,2024.0,,1,A+,282000.0,2024-06-20
249,42229700,https://www.njuskalo.hr/nekretnine/vodice-novogradnja-trosoban-stan-s7-oglas-42229700,15,Šibensko-kninska,Vodice,Vodice,1,96.12,,4.0,,1.0,2.,2,2024.0,,1,A+,281000.0,2024-06-20
250,42872047,https://www.njuskalo.hr/nekretnine/s5-tribunj-novogradnja-trosoban-stan-2-katu-oglas-42872047,15,Šibensko-kninska,Tribunj,Tribunj,1,112.98,,4.0,Terasa,1.0,2.,2,,,1,A+,360000.0,2024-06-20
251,42945645,https://www.njuskalo.hr/nekretnine/novogradnja-vodice-moderan-dvosoban-stan-2-katu-s4-zgrada-a-oglas-42945645,15,Šibensko-kninska,Vodice,Vodice,1,112.9,,3.0,Terasa,1.0,2.,2,2024.0,,1,A+,260000.0,2024-06-20
252,44036177,https://www.njuskalo.hr/nekretnine/vodice-stan-pogledom-park-150m-mora-oglas-44036177,15,Šibensko-kninska,Vodice,Vodice,0,80.0,,3.0,Lođa (Loggia),1.0,1.,2,,,,,248000.0,2024-06-20
253,44088906,https://www.njuskalo.hr/nekretnine/luksuzan-stan-zadnjem-katu-rogoznica-oglas-44088906,15,Šibensko-kninska,Rogoznica,Rogoznica,1,66.42,,3.0,Terasa,1.0,2.,2,,,1,,310000.0,2024-06-20
254,37052814,https://www.njuskalo.hr/nekretnine/dva-stana-kuci-renovaciju-skopinac-oglas-37052814,15,Šibensko-kninska,Šibenik,Škopinac,1,213.0,,5.0,,1.0,1.,2,,,,,294000.0,2024-06-20
255,37446496,https://www.njuskalo.hr/nekretnine/dvoetazni-stan-modernom-duplexu-oglas-37446496,15,Šibensko-kninska,Šibenik - Okolica,Jadrija,0,132.45,,5.0,"Balkon, Terasa",2.0,,1,2022.0,,2,,420000.0,2024-06-20
256,41485906,https://www.njuskalo.hr/nekretnine/vodice-trosobni-apartman-velikom-terasom-oglas-41485906,15,Šibensko-kninska,Vodice,Vodice,1,65.0,,4.0,Terasa,1.0,2.,,,2022.0,1,C,159000.0,2024-06-20
257,42728518,https://www.njuskalo.hr/nekretnine/vodice-novogradnja-4-sobni-stan-oglas-42728518,15,Šibensko-kninska,Vodice,Vodice,1,105.0,,4.0,Terasa,2.0,,,2024.0,,2,,225000.0,2024-06-20
258,42979478,https://www.njuskalo.hr/nekretnine/dvosobni-stan-77-m2-knin-oglas-42979478,15,Šibensko-kninska,Knin,Knin,1,77.0,,3.0,Balkon,1.0,3.,4,,,,,82000.0,2024-06-20
259,44017328,https://www.njuskalo.hr/nekretnine/tisno-jednosobni-stan-180-m-mora-oglas-44017328,15,Šibensko-kninska,Tisno,Tisno,1,43.28,,2.0,Lođa (Loggia),1.0,2.,2,2002.0,,1,,130000.0,2024-06-20
260,42996501,https://www.njuskalo.hr/nekretnine/useljiv-stan-blizini-centra-grada-mirna-ulica-oglas-42996501,18,Istarska,Pula,Monte Zaro,1,41.0,35.5,1.0,,1.0,Prizemlje,1,,2021.0,,,100000.0,2024-06-20
261,43584897,https://www.njuskalo.hr/nekretnine/projekt-klara-novogradnja-trosoban-f1-oglas-43584897,21,Grad Zagreb,Novi Zagreb - Zapad,Sveta Klara,1,55.5,55.5,3.0,,1.0,4.,4,2023.0,,,,155400.0,2024-06-20
262,44211054,https://www.njuskalo.hr/nekretnine/centar-uredna-dokumentacija-oglas-44211054,18,Istarska,Pula,Centar,1,35.0,,1.0,,1.0,,,,,,,125000.0,2024-06-20
263,42598285,https://www.njuskalo.hr/nekretnine/odlican-stan-novogradnji-kastela-trosoban-jug-parking-oglas-42598285,17,Splitsko-dalmatinska,Kaštela,Kaštel Novi,1,76.05,76.05,3.0,,1.0,2.,,,,,,228150.0,2024-06-20
264,44045500,https://www.njuskalo.hr/nekretnine/stan-medulin-59.00-m2-novogradnja-oglas-44045500,18,Istarska,Medulin,Medulin,1,59.0,,2.0,Balkon,1.0,2.,2,2024.0,,1,A,210000.0,2024-06-20
265,41615942,https://www.njuskalo.hr/nekretnine/novoadaptirani-stan-pogled-more-malinska-oglas-41615942,8,Primorsko-goranska,Malinska-Dubašnica,Kremenići,1,39.0,,2.0,Balkon,1.0,2.,2,,,1,,178000.0,2024-06-20
266,43694804,https://www.njuskalo.hr/nekretnine/stan-pula-55.00-m2-oglas-43694804,18,Istarska,Pula,Monvidal,1,55.12,,3.0,Lođa (Loggia),1.0,,,,,1,,138000.0,2024-06-20
267,37566429,https://www.njuskalo.hr/nekretnine/crikvenica-stan-centru-grada-oglas-37566429,8,Primorsko-goranska,Crikvenica,Crikvenica,1,39.4,,2.0,,1.0,2.,3,2022.0,,,,197000.0,2024-06-20
268,40445068,https://www.njuskalo.hr/nekretnine/vir-apartman-s1-vrtom-600m-plaze-centra-oglas-40445068,13,Zadarska,Vir,Vir,1,55.78,,2.0,Terasa,1.0,Prizemlje,,2023.0,,1,,180000.0,2024-06-20
269,40725002,https://www.njuskalo.hr/nekretnine/dramalj-stan-84-m2-3-kat-balkon-pogledom-more-oglas-40725002,8,Primorsko-goranska,Crikvenica,Dramalj,1,84.0,,4.0,Lođa (Loggia),1.0,Visoko potkrovlje,3,,,,,384000.0,2024-06-20
270,41188563,https://www.njuskalo.hr/nekretnine/kastel-split-apartman-s1-prizemlju-bazenom-oglas-41188563,17,Splitsko-dalmatinska,Kaštela,Kaštel Novi,1,76.0,,4.0,,1.0,Prizemlje,,,,1,,260000.0,2024-06-20
