,ad_id,link,county_number,county,location1,location2,apartment_type,sqft(m2),sqft_net(m2),number_of_rooms,balcony_type,number_of_floors,floor_number,floors_in_building,year_of_construction,year_of_renovation,parking_spots,energy_class,price(€),post_date
271,41677205,https://www.njuskalo.hr/nekretnine/icici-luksuzni-penthouse-2-kat-3s-db-138.64-m2-bazenom-oglas-41677205,8,Primorsko-goranska,Opatija - Okolica,Ičići,1,138.64,,4.0,Terasa,1.0,Prizemlje,2,2024.0,,3,,1200000.0,2024-06-20
272,42838978,https://www.njuskalo.hr/nekretnine/zambratija-apartman-3s-db-super-lokaciji-oglas-42838978,18,Istarska,Umag,Zambratija,1,70.61,,4.0,,1.0,2.,2,2008.0,,,,310000.0,2024-06-20
273,42838982,https://www.njuskalo.hr/nekretnine/novalja-stan-50m-mora-oglas-42838982,9,Ličko-senjska,Novalja,Stara Novalja,1,45.82,,3.0,Lođa (Loggia),1.0,1.,2,,,1,,360000.0,2024-06-20
274,42838983,https://www.njuskalo.hr/nekretnine/novalja-stan-50m-mora-oglas-42838983,9,Ličko-senjska,Novalja,Stara Novalja,1,45.82,,3.0,Lođa (Loggia),1.0,1.,2,,,1,,360000.0,2024-06-20
275,43862050,https://www.njuskalo.hr/nekretnine/dvosoban-stan-pogledom-more-oglas-43862050,18,Istarska,Poreč,Poreč,1,43.0,,2.0,,1.0,4.,4,1980.0,,,,166000.0,2024-06-20
276,43862051,https://www.njuskalo.hr/nekretnine/dvosoban-stan-pogledom-more-oglas-43862051,18,Istarska,Poreč,Poreč,1,43.0,,2.0,,1.0,4.,4,1980.0,,,,166000.0,2024-06-20
277,40738071,https://www.njuskalo.hr/nekretnine/centar-boskoviceva-142.50-m2-2-kat-oglas-40738071,21,Grad Zagreb,Donji Grad,Donji grad,1,142.54,142.54,5.0,"Lođa (Loggia), Balkon",1.0,2.,3,,,,,435000.0,2024-06-20
278,42569582,https://www.njuskalo.hr/nekretnine/mandre-dvoetazni-stan-potkrovlju-63-m2-1-pm-oglas-42569582,13,Zadarska,Kolan,Mandre,1,63.0,63.0,3.0,Terasa,1.0,Potkrovlje,,2017.0,,1,A+,262550.0,2024-06-20
279,42654043,https://www.njuskalo.hr/nekretnine/mandre-cetverosoban-stan-134.59-m2-potkrovlju-garaza-oglas-42654043,13,Zadarska,Kolan,Mandre,1,134.59,134.59,4.0,"Terasa, Balkon",1.0,Potkrovlje,,2023.0,,1,A,376852.0,2024-06-20
280,42700410,https://www.njuskalo.hr/nekretnine/mandre-cetverosoban-stan-146.71-m2-prvom-katu-2-pm-oglas-42700410,13,Zadarska,Kolan,Mandre,1,146.71,146.71,4.0,"Terasa, Balkon",1.0,1.,,2023.0,,2,A,396117.0,2024-06-20
281,43150864,https://www.njuskalo.hr/nekretnine/mandre-trosoban-apartman-1-kat-cca-46-m2-1-pm-oglas-43150864,13,Zadarska,Kolan,Mandre,1,47.54,47.54,3.0,Terasa,1.0,1.,,1994.0,2024.0,1,,157000.0,2024-06-20
282,43734322,https://www.njuskalo.hr/nekretnine/mandre-dvoetazni-apartman-72.59-m2-2-pm-oglas-43734322,13,Zadarska,Kolan,Mandre,1,72.59,72.59,3.0,Terasa,2.0,Prizemlje,Prizemlje,1994.0,2024.0,2,,214000.0,2024-06-20
283,40990477,https://www.njuskalo.hr/nekretnine/istra-pula-veruda-stan-57.42m2-2ss-db-visok-prizemlje-parki-oglas-40990477,18,Istarska,Pula,Nova Veruda,1,57.42,,3.0,Lođa (Loggia),1.0,Visoko prizemlje,2,2023.0,,1,,180000.0,2024-06-20
284,43877900,https://www.njuskalo.hr/nekretnine/istra-pula-stinjan-stan-57.50m2-2ss-db-iii-kat-pogled-more-oglas-43877900,18,Istarska,Pula,Štinjan,1,57.5,,3.0,Terasa,1.0,3.,3,2024.0,,1,,215600.0,2024-06-20
285,28594021,https://www.njuskalo.hr/nekretnine/stan-rubesi-dvoetazni-oglas-28594021,8,Primorsko-goranska,Kastav,Rubeši,1,85.0,,3.0,,1.0,2.,2,,,,,195000.0,2024-06-20
286,37566432,https://www.njuskalo.hr/nekretnine/crikvenica-penthouse-centru-grada-oglas-37566432,8,Primorsko-goranska,Crikvenica,Crikvenica,1,112.6,,3.0,,1.0,3.,3,2022.0,,,,563000.0,2024-06-20
287,42153997,https://www.njuskalo.hr/nekretnine/lovran-uredena-etaza-136-m2-terasa-vrt-vlasnistvu-parking-oglas-42153997,8,Primorsko-goranska,Lovran,Lovran,1,136.0,,3.0,Terasa,1.0,Visoko prizemlje,,1908.0,,3,,799000.0,2024-06-20
288,42474413,https://www.njuskalo.hr/nekretnine/opatija-pobri-stan-panoramskim-pogledom-kvarner-oglas-42474413,8,Primorsko-goranska,Opatija - Okolica,Pobri,1,90.0,,3.0,Balkon,1.0,2.,3,,,,A,327000.0,2024-06-20
289,42474414,https://www.njuskalo.hr/nekretnine/opatija-pobri-stan-panoramskim-pogledom-kvarner-oglas-42474414,8,Primorsko-goranska,Opatija - Okolica,Pobri,1,90.0,,3.0,Balkon,1.0,2.,3,,,,A,327000.0,2024-06-20
290,42474463,https://www.njuskalo.hr/nekretnine/opatija-stan-prelijepom-terasom-pogledom-oglas-42474463,8,Primorsko-goranska,Opatija,Opatija - Centar,1,92.22,,4.0,Terasa,1.0,1.,,1928.0,,,D,470000.0,2024-06-20
291,42474464,https://www.njuskalo.hr/nekretnine/opatija-stan-prelijepom-terasom-pogledom-oglas-42474464,8,Primorsko-goranska,Opatija,Opatija - Centar,1,92.22,,4.0,Terasa,1.0,1.,,1928.0,,,D,470000.0,2024-06-20
292,42888725,https://www.njuskalo.hr/nekretnine/dvoetazni-stan-garazom-dvije-terase-pogledom-te-uredenim-vrtni-oglas-42888725,8,Primorsko-goranska,Lovran,Lovran,1,187.0,,4.0,Terasa,1.0,1.,2,,,4,A+,519000.0,2024-06-20
293,43151597,https://www.njuskalo.hr/nekretnine/crikvenica-stan-68-m2-200m-mora-oglas-43151597,8,Primorsko-goranska,Crikvenica,Crikvenica,1,68.0,,3.0,Terasa,1.0,Prizemlje,2,1918.0,,,C,146000.0,2024-06-20
294,43334880,https://www.njuskalo.hr/nekretnine/zagreb-spansko-33-m2-5-kat-oglas-43334880,21,Grad Zagreb,Stenjevec,Špansko,1,33.0,,2.0,Terasa,1.0,5.,5,,,,,115000.0,2024-06-20
295,43643544,https://www.njuskalo.hr/nekretnine/novalja-luksuzni-stan-predivnim-pogledom-oglas-43643544,9,Ličko-senjska,Novalja,Novalja,1,85.0,,4.0,,1.0,2.,2,,,2,A+,310000.0,2024-06-20
296,43334881,https://www.njuskalo.hr/nekretnine/zagreb-spansko-33-m2-5-kat-oglas-43334881,21,Grad Zagreb,Stenjevec,Špansko,1,33.0,,2.0,Terasa,1.0,5.,5,,,,,115000.0,2024-06-20
297,43334882,https://www.njuskalo.hr/nekretnine/konjscina-visoko-prizemlje-75-m2-3-soban-stan-oglas-43334882,2,Krapinsko-zagorska,Konjščina,Konjščina,1,74.78,,3.0,Balkon,1.0,Visoko prizemlje,1,,,,,70000.0,2024-06-20
298,43643545,https://www.njuskalo.hr/nekretnine/crikvenica-novogradnja-59.34m2-207.000-oglas-43643545,8,Primorsko-goranska,Crikvenica,Crikvenica,1,59.34,,3.0,"Lođa (Loggia), Terasa",1.0,Visoko prizemlje,3,2023.0,,1,,207690.0,2024-06-20
299,40351145,https://www.njuskalo.hr/nekretnine/dva-stana-centru-pule-oglas-40351145,18,Istarska,Pula,Centar,0,60.0,,2.0,Terasa,1.0,Prizemlje,,,,,,220000.0,2024-06-20
300,43430346,https://www.njuskalo.hr/nekretnine/zagreb-spansko-3-sobni-stan-bez-provizije-oglas-43430346,21,Grad Zagreb,Stenjevec,Špansko,1,75.0,62.51,3.0,Balkon,1.0,2.,3,1996.0,2018.0,,,214900.0,2024-06-20
301,43426025,https://www.njuskalo.hr/nekretnine/stan-zagreb-savica-62.00-m-bez-provizije-kupca-oglas-43426025,21,Grad Zagreb,Trnje,Savica,1,62.05,62.05,2.0,Lođa (Loggia),1.0,4.,4,1968.0,,,,160000.0,2024-06-20
302,40378663,https://www.njuskalo.hr/nekretnine/krk-centar-luksuzni-stan-novogradnji-oglas-40378663,8,Primorsko-goranska,Krk,Krk,0,91.8,,3.0,Balkon,1.0,1.,2,2023.0,,2,,434500.0,2024-06-20
303,40378664,https://www.njuskalo.hr/nekretnine/grad-krk-vrhunski-stan-1-katu-novogradnje-oglas-40378664,8,Primorsko-goranska,Krk,Krk,0,76.6,,2.0,Balkon,1.0,1.,2,2023.0,,2,,362500.0,2024-06-20
304,40378671,https://www.njuskalo.hr/nekretnine/grad-krk-novogradnja-atraktivan-stan-oglas-40378671,8,Primorsko-goranska,Krk,Krk,0,70.25,,3.0,Terasa,1.0,,,2023.0,,2,A+,470000.0,2024-06-20
305,40378673,https://www.njuskalo.hr/nekretnine/krk-novogradnja-veliki-dvoetazni-apartman-pogledom-more-oglas-40378673,8,Primorsko-goranska,Krk,Krk,0,176.0,,4.0,"Balkon, Terasa",2.0,2.,2,2023.0,,2,A+,990000.0,2024-06-20
306,41395730,https://www.njuskalo.hr/nekretnine/krk-stan-luksuznoj-novogradnji-oglas-41395730,8,Primorsko-goranska,Krk,Krk,0,262.5,,4.0,Terasa,1.0,Prizemlje,2,2023.0,,2,,965000.0,2024-06-20
307,42266823,https://www.njuskalo.hr/nekretnine/malinska-dvoetazni-stan-pogledom-more-oglas-42266823,8,Primorsko-goranska,Malinska-Dubašnica,Radići,1,110.0,,5.0,Balkon,2.0,2.,,,2021.0,1,,280000.0,2024-06-20
308,43015474,https://www.njuskalo.hr/nekretnine/novoadaptiran-stan-krimeji-68-m2-pogled-more-oglas-43015474,8,Primorsko-goranska,Rijeka,Krimeja,1,67.85,,3.0,Lođa (Loggia),1.0,8.,14,,,,,260000.0,2024-06-20
309,43015468,https://www.njuskalo.hr/nekretnine/potpuno-namjesten-stan-centru-1s-db-125.000-eura-oglas-43015468,8,Primorsko-goranska,Rijeka,Centar,1,38.0,,2.0,,1.0,3.,3,,,,C,125000.0,2024-06-20
310,40378653,https://www.njuskalo.hr/nekretnine/krk-centar-prekrasan-dvoetazni-stan-oglas-40378653,8,Primorsko-goranska,Krk,Krk,1,83.75,,4.0,Terasa,1.0,1.,,,,2,,359000.0,2024-06-20
311,43082131,https://www.njuskalo.hr/nekretnine/stan-skurinju-3s-db-72-m2-samo-kod-nas-oglas-43082131,8,Primorsko-goranska,Rijeka,Škurinje,1,72.0,,4.0,Balkon,1.0,3.,5,,,,,169000.0,2024-06-20
312,43151071,https://www.njuskalo.hr/nekretnine/stan-centru-2s-db-184.000-eura-preporuka-agenta-oglas-43151071,8,Primorsko-goranska,Rijeka,Centar,1,50.0,,3.0,Balkon,1.0,2.,2,,,,,184000.0,2024-06-20
313,43207181,https://www.njuskalo.hr/nekretnine/ureden-stan-viskovu-2s-db-54-m2-165.000-eura-oglas-43207181,8,Primorsko-goranska,Viškovo,Viškovo,1,53.47,,3.0,Balkon,1.0,3.,3,,,,,120000.0,2024-06-20
314,43698710,https://www.njuskalo.hr/nekretnine/novogradnja-gomilica-trosoban-stan-prvi-kat-balkon-76.01-m2-oglas-43698710,17,Splitsko-dalmatinska,Kaštela,Kaštel Gomilica,1,76.01,,3.0,Balkon,1.0,1.,3,2025.0,,,,182424.0,2024-06-20
315,43207175,https://www.njuskalo.hr/nekretnine/stan-belvederu-2s-db-150.000-eura-oglas-43207175,8,Primorsko-goranska,Rijeka,Belveder,1,61.23,,3.0,Terasa,1.0,Visoko prizemlje,,,,,,150000.0,2024-06-20
316,43289784,https://www.njuskalo.hr/nekretnine/stan-srdocima-2s-db-69-m2-oglas-43289784,8,Primorsko-goranska,Rijeka,Srdoči,1,69.0,,3.0,Balkon,1.0,3.,,,,,,187000.0,2024-06-20
317,40378650,https://www.njuskalo.hr/nekretnine/klimno-ureden-stan-blizina-mora-centra-mjesta-oglas-40378650,8,Primorsko-goranska,Dobrinj,Klimno,1,51.04,,2.0,Balkon,1.0,Prizemlje,2,2010.0,,1,,259000.0,2024-06-20
318,43296934,https://www.njuskalo.hr/nekretnine/stan-2skl-turnicu-balkonom-izvrsna-pozicija-oglas-43296934,8,Primorsko-goranska,Rijeka,Turnić,1,48.0,,2.0,Balkon,1.0,3.,5,,,,,149000.0,2024-06-20
319,43296933,https://www.njuskalo.hr/nekretnine/stan-centar-2s-db-70-m2-pogodan-posl-prostor-oglas-43296933,8,Primorsko-goranska,Rijeka,Centar,1,70.0,,3.0,,1.0,Prizemlje,,,,,,135000.0,2024-06-20
320,43320061,https://www.njuskalo.hr/nekretnine/opremljeni-stan-trsatu-izvrsna-lokacija-1s-db-oglas-43320061,8,Primorsko-goranska,Rijeka,Trsat,1,43.0,,2.0,Terasa,1.0,1.,,,,1,,139000.0,2024-06-20
321,44133998,https://www.njuskalo.hr/nekretnine/turnic-1sb-stan-pogled-more-balkon-oglas-44133998,8,Primorsko-goranska,Rijeka,Turnić,1,37.43,,2.0,Balkon,1.0,8.,24,,2024.0,1,,140000.0,2024-06-20
322,44133974,https://www.njuskalo.hr/nekretnine/suncani-2sb-db-apartman-prizemlju-vrtom-terasom-baskoj-200m-oglas-44133974,8,Primorsko-goranska,Baška,Baška,1,60.0,,3.0,"Lođa (Loggia), Terasa",1.0,Prizemlje,2,2008.0,,1,A+,267000.0,2024-06-20
323,44133996,https://www.njuskalo.hr/nekretnine/rijeka-mlaka-44m2-oglas-44133996,8,Primorsko-goranska,Rijeka,Mlaka,1,44.0,,2.0,,1.0,Prizemlje,,,,,,88000.0,2024-06-20
324,44133999,https://www.njuskalo.hr/nekretnine/stan-3s-db-centru-viskova-oglas-44133999,8,Primorsko-goranska,Viškovo,Viškovo,1,77.0,,4.0,"Balkon, Lođa (Loggia)",1.0,Visoko prizemlje,2,,2019.0,1,,220000.0,2024-06-20
325,44134004,https://www.njuskalo.hr/nekretnine/jednoetazni-stan-5-soba-bazenom-pogledom-more-vili-opatij-oglas-44134004,8,Primorsko-goranska,Opatija,Opatija - Centar,1,145.0,,5.0,Balkon,1.0,Prizemlje,2,,,2,A+,750000.0,2024-06-20
326,44133980,https://www.njuskalo.hr/nekretnine/delnice-centar-2sb-klasicni-48-m2-oglas-44133980,8,Primorsko-goranska,Delnice,Delnice,1,48.0,,2.0,,1.0,3.,3,,2020.0,1,,93000.0,2024-06-20
327,44133981,https://www.njuskalo.hr/nekretnine/rijeka-centar-novoureden-2s-db-odlicnoj-lokaciji-oglas-44133981,8,Primorsko-goranska,Rijeka,Centar,1,73.24,,3.0,,1.0,2.,4,,2023.0,,B,295000.0,2024-06-20
328,44133985,https://www.njuskalo.hr/nekretnine/kostrena-apartman-61m2-terasom-pogledom-more-oglas-44133985,8,Primorsko-goranska,Kostrena,Glavani,1,61.21,,3.0,Terasa,1.0,Suteren,1,,,,,225000.0,2024-06-20
329,44133987,https://www.njuskalo.hr/nekretnine/rijeka-brajda-36m2-stan-investiciju-oglas-44133987,8,Primorsko-goranska,Rijeka,Brajda,1,36.0,,2.0,,1.0,Potkrovlje,,,,,,115000.0,2024-06-20
330,44133988,https://www.njuskalo.hr/nekretnine/rijeka-krnjevo-namjesten-2s-db-70m2-oglas-44133988,8,Primorsko-goranska,Rijeka,Krnjevo,1,70.0,,3.0,Balkon,1.0,5.,8,,,,,189000.0,2024-06-20
331,44133990,https://www.njuskalo.hr/nekretnine/belveder-2sb-db-68-m2-novouredeni-stan-oglas-44133990,8,Primorsko-goranska,Rijeka,Belveder,1,68.0,,3.0,Balkon,1.0,3.,3,,,1,,229900.0,2024-06-20
332,44133959,https://www.njuskalo.hr/nekretnine/selce-novoureden-apartman-74m2-parkingom-pogledom-more-oglas-44133959,8,Primorsko-goranska,Crikvenica,Selce,0,74.0,,3.0,"Balkon, Terasa",1.0,1.,,,2022.0,1,,255000.0,2024-06-20
333,44133964,https://www.njuskalo.hr/nekretnine/2s-db-stan-oglas-44133964,8,Primorsko-goranska,Rijeka,Pećine,1,76.32,,3.0,Balkon,1.0,3.,4,,,,,270000.0,2024-06-20
334,44133965,https://www.njuskalo.hr/nekretnine/cres-122m2-2s-db-dvoetazni-stan-oglas-44133965,8,Primorsko-goranska,Cres,Cres,1,122.0,,3.0,,2.0,2.,,2013.0,,,,235500.0,2024-06-20
335,44133942,https://www.njuskalo.hr/nekretnine/krnjevo-garsonijera-2kat-juzna-strana-oglas-44133942,8,Primorsko-goranska,Rijeka,Krnjevo,1,27.5,,0.0,Terasa,1.0,2.,4,1984.0,,1,,130000.0,2024-06-20
336,44133953,https://www.njuskalo.hr/nekretnine/lovran-centar-1s-db-blizina-mora-oglas-44133953,8,Primorsko-goranska,Lovran,Lovran,1,34.0,,2.0,,1.0,Prizemlje,,,,,,109000.0,2024-06-20
337,44133961,https://www.njuskalo.hr/nekretnine/ekskluzivni-dvoetazni-stan-podrumom-privatnim-parkiralistima-luks-oglas-44133961,8,Primorsko-goranska,Rijeka,Kozala,1,121.0,,4.0,"Balkon, Lođa (Loggia)",2.0,1.,2,,,2,B,412000.0,2024-06-20
338,44133941,https://www.njuskalo.hr/nekretnine/gornja-dubrava-predivno-novoureden-jednosoban-stan-40m2-oglas-44133941,21,Grad Zagreb,Gornja Dubrava,Gornja Dubrava,1,40.0,,2.0,Balkon,1.0,Visoko prizemlje,,,2024.0,,,142000.0,2024-06-20
339,44133950,https://www.njuskalo.hr/nekretnine/rijeka-brajda-30m2-oglas-44133950,8,Primorsko-goranska,Rijeka,Brajda,1,30.0,,0.0,,1.0,4.,4,,,,,115000.0,2024-06-20
340,44133916,https://www.njuskalo.hr/nekretnine/trsat-1s-db-43m2-odlicna-lokacija-oglas-44133916,8,Primorsko-goranska,Rijeka,Trsat,0,43.0,,2.0,Terasa,1.0,Visoko prizemlje,3,,,,,139000.0,2024-06-20
341,44133919,https://www.njuskalo.hr/nekretnine/kostrena-glavani-60m2-2s-db-terasa-oglas-44133919,8,Primorsko-goranska,Kostrena,Glavani,1,60.0,,3.0,,1.0,Prizemlje,,,,,,220000.0,2024-06-20
342,44133954,https://www.njuskalo.hr/nekretnine/kostrena-luksuzni-stan-novogradnji-okucnicom-odvojenim-apartma-oglas-44133954,8,Primorsko-goranska,Kostrena,Doričići,1,146.0,,5.0,"Balkon, Terasa",1.0,Prizemlje,2,,,1,A+,699000.0,2024-06-20
343,44133895,https://www.njuskalo.hr/nekretnine/umag-novogradnja-104m2-3s-db-terasa-loda-oglas-44133895,18,Istarska,Umag,Finida,1,103.79,,3.0,"Lođa (Loggia), Terasa",1.0,1.,2,2024.0,,,,480000.0,2024-06-20
344,44133896,https://www.njuskalo.hr/nekretnine/umag-novogradnja-122m2-3s-db-terasa-loda-sauna-oglas-44133896,18,Istarska,Umag,Finida,1,121.91,,4.0,Lođa (Loggia),1.0,2.,2,2024.0,,,,562231.0,2024-06-20
345,44133918,https://www.njuskalo.hr/nekretnine/matulji-2sb-db-74-m2.2-balkona-novogradnja-oglas-44133918,8,Primorsko-goranska,Matulji,Matulji,1,74.0,,3.0,Balkon,1.0,Prizemlje,2,,,3,,350000.0,2024-06-20
346,44133924,https://www.njuskalo.hr/nekretnine/rijeka-turnic-garsonjera-22m2-dobroj-lokaciji-oglas-44133924,8,Primorsko-goranska,Rijeka,Turnić,1,22.0,,0.0,,1.0,Prizemlje,5,,,,,85000.0,2024-06-20
347,42935524,https://www.njuskalo.hr/nekretnine/kostrena-111.9m2.3s-db-novogradnja-okunica-160m2-oglas-42935524,8,Primorsko-goranska,Kostrena,Kostrena Sveta Lucija,1,111.9,,4.0,,1.0,,,,,,,550000.0,2024-06-20
348,41756090,https://www.njuskalo.hr/nekretnine/stan-prodaja-podstrana-67.53-m2-novogradnja-oglas-41756090,17,Splitsko-dalmatinska,Podstrana,Podstrana,1,67.35,67.35,3.0,"Terasa, Balkon",1.0,2.,,2023.0,,1,A+,208785.0,2024-06-20
349,43356228,https://www.njuskalo.hr/nekretnine/kozala-garsonijera-24-m2-oglas-43356228,8,Primorsko-goranska,Rijeka,Kozala,1,23.04,,0.0,Lođa (Loggia),1.0,12.,12,,,,A,108000.0,2024-06-20
350,43356223,https://www.njuskalo.hr/nekretnine/krnjevo-n-n-2-sobni-stan-120.000-eura-oglas-43356223,8,Primorsko-goranska,Rijeka,Krnjevo,1,35.45,,2.0,Lođa (Loggia),1.0,Suteren,4,,,,,120000.0,2024-06-20
351,43056743,https://www.njuskalo.hr/nekretnine/stan-prodaja-biograd-moru-73.58-m2-novogradnja-s6-oglas-43056743,13,Zadarska,Biograd Na Moru,Biograd na Moru,1,73.58,73.58,3.0,Terasa,1.0,2.,2,2024.0,,2,,209703.0,2024-06-20
352,40334193,https://www.njuskalo.hr/nekretnine/dvosoban-apartman-prizemlju-okucnicom-oglas-40334193,8,Primorsko-goranska,Malinska-Dubašnica,Malinska,1,52.3,,2.0,Terasa,1.0,Prizemlje,,1992.0,,1,,170000.0,2024-06-20
353,37637228,https://www.njuskalo.hr/nekretnine/novogradnja-stan-prizemlju-vrtom-2-km-mora-oglas-37637228,18,Istarska,Poreč,Poreč,1,72.0,72.0,2.0,Terasa,1.0,Prizemlje,Prizemlje,2023.0,,1,,265000.0,2024-06-20
354,40132818,https://www.njuskalo.hr/nekretnine/novogradnja-stan-prizemlju-vrtom-1-km-mora-a-oglas-40132818,18,Istarska,Poreč,Poreč,1,66.73,66.73,2.0,Balkon,1.0,Prizemlje,Prizemlje,2024.0,,1,,315462.2,2024-06-20
355,43432736,https://www.njuskalo.hr/nekretnine/porec-stan-2-katu-zgrade-2.5-km-grada-mora-oglas-43432736,18,Istarska,Poreč,Poreč,1,74.0,74.0,2.0,Balkon,1.0,2.,2,2003.0,,1,,220000.0,2024-06-20
356,40132817,https://www.njuskalo.hr/nekretnine/novogradnja-stan-1-katu-liftom-1-km-mora-a1-oglas-40132817,18,Istarska,Poreč,Poreč,1,83.4,83.4,3.0,Balkon,1.0,1.,,2024.0,,1,,322727.4,2024-06-20
357,42496101,https://www.njuskalo.hr/nekretnine/novogradnja-tar-stan-prizemlju-vrtom-185-m2-oglas-42496101,18,Istarska,Tar-Vabriga,Tar,1,61.0,61.0,2.0,Balkon,1.0,Prizemlje,Prizemlje,2025.0,,,,317000.0,2024-06-20
358,44032082,https://www.njuskalo.hr/nekretnine/stan-zagreb-stenjevec-74.00-m2-novogradnja-oglas-44032082,21,Grad Zagreb,Stenjevec,Stenjevec,1,74.98,,3.0,Balkon,1.0,1.,3,1924.0,,1,A,232438.0,2024-06-20
359,44032110,https://www.njuskalo.hr/nekretnine/stan-zagreb-stenjevec-75.00-m2-novogradnja-oglas-44032110,21,Grad Zagreb,Stenjevec,Stenjevec,1,75.09,,3.0,Balkon,1.0,2.,3,2024.0,,1,A,232779.0,2024-06-20
360,44032188,https://www.njuskalo.hr/nekretnine/stan-zagreb-stenjevec-79.60-m2-novogradnja-3-sp-sobe-oglas-44032188,21,Grad Zagreb,Stenjevec,Stenjevec,1,79.6,,4.0,Balkon,1.0,2.,,2024.0,,1,A,246760.0,2024-06-20
361,44032217,https://www.njuskalo.hr/nekretnine/stan-zagreb-stenjevec-87.66-m2-novogradnja-3-sp-sobe-oglas-44032217,21,Grad Zagreb,Stenjevec,Stenjevec,1,87.66,,4.0,Terasa,1.0,3.,3,2024.0,,,A,271746.0,2024-06-20
362,33137384,https://www.njuskalo.hr/nekretnine/rovinj-stan-visokom-potkrovlju-obiteljskoj-kuci-oglas-33137384,18,Istarska,Rovinj,Rovinj,0,70.0,70.0,1.0,Balkon,1.0,Potkrovlje,,,,1,,196100.0,2024-06-20
363,33281838,https://www.njuskalo.hr/nekretnine/porec-novogradnja-penthouse-zadnjem-katu-zgrade-krovnom-teras-oglas-33281838,18,Istarska,Poreč,Poreč,1,177.31,177.31,4.0,"Terasa, Lođa (Loggia), Balkon",1.0,2.,2,2021.0,,2,,558527.0,2024-06-20
364,39216518,https://www.njuskalo.hr/nekretnine/okolica-rovinja-dvoetazni-stan-konobom-oglas-39216518,18,Istarska,Rovinj,Rovinj,1,91.35,91.35,1.0,Terasa,2.0,Suteren,Prizemlje,2005.0,,1,B,325000.0,2024-06-20
365,41194773,https://www.njuskalo.hr/nekretnine/novogradnja-tar-dvoetazni-stan-krovnom-terasom-pogled-more-oglas-41194773,18,Istarska,Tar-Vabriga,Tar,1,122.35,122.35,3.0,Terasa,2.0,1.,,2024.0,,1,,443170.0,2024-06-20
366,41221309,https://www.njuskalo.hr/nekretnine/tar-novogradnja-stanovi-liftom-zajednickim-bazenom-3-km-mora-oglas-41221309,18,Istarska,Tar-Vabriga,Tar,1,52.25,52.25,1.0,Balkon,1.0,Prizemlje,Prizemlje,2025.0,,2,,261250.0,2024-06-20
367,41540920,https://www.njuskalo.hr/nekretnine/novogradnja-tar-stan-3-katu-2-spavace-sobe-3-km-mora-oglas-41540920,18,Istarska,Tar-Vabriga,Tar,1,65.36,65.36,2.0,Terasa,1.0,2.,,2024.0,,,,235000.0,2024-06-20
368,42954120,https://www.njuskalo.hr/nekretnine/novogradnja-tar-stan-prizemlju-dvije-spavace-sobe-3-km-mor-oglas-42954120,18,Istarska,Tar-Vabriga,Tar,1,76.27,76.27,2.0,Terasa,1.0,Prizemlje,Prizemlje,2025.0,,2,,244064.0,2024-06-20
369,42905085,https://www.njuskalo.hr/nekretnine/stan-zapresic-100.55-m2-novogradnja-3-sp-sobe-oglas-42905085,1,Zagrebačka,Zaprešić,Centar,1,100.55,,4.0,Terasa,1.0,Penthouse,3,2024.0,,1,A+,214000.0,2024-06-20
370,43508508,https://www.njuskalo.hr/nekretnine/stan-zapresic-2-kat-56m2.2-spavace-sobe-izgradnja-2024-2025-oglas-43508508,1,Zagrebačka,Zaprešić,Centar,1,56.0,56.0,3.0,Lođa (Loggia),1.0,2.,2,2024.0,2024.0,2,A+,140000.0,2024-06-20
371,43508750,https://www.njuskalo.hr/nekretnine/stan-zapresic-2-kat-58m2.2-spavace-sobe-izgradnja-2024-25-parking-oglas-43508750,1,Zagrebačka,Zaprešić,Centar,1,58.0,58.0,3.0,"Balkon, Lođa (Loggia)",1.0,2.,2,2024.0,2024.0,2,,145000.0,2024-06-20
372,40277483,https://www.njuskalo.hr/nekretnine/stan-zagreb-volovcica-59.00-m2-oglas-40277483,13,Zadarska,Kolan,Mandre,1,95.5,,2.0,,2.0,Prizemlje,1,2023.0,,,,290000.0,2024-06-20
373,43792057,https://www.njuskalo.hr/nekretnine/stan-zagreb-sesvetska-sela-52.00-m2-oglas-43792057,21,Grad Zagreb,Sesvete,Sesvetska sela,1,52.11,49.61,3.0,,1.0,2.,,2008.0,2021.0,,B,110000.0,2024-06-20
374,40783910,https://www.njuskalo.hr/nekretnine/malinska-apartman-tri-spavace-sobe-bazenom-pogledom-more-oglas-40783910,8,Primorsko-goranska,Malinska-Dubašnica,Malinska,0,98.0,,3.0,Terasa,1.0,1.,2,2023.0,,2,,580000.0,2024-06-20
375,43421674,https://www.njuskalo.hr/nekretnine/stan-belvederu-2skl-46-m2-oglas-43421674,8,Primorsko-goranska,Rijeka,Belveder,1,46.0,,2.0,,1.0,5.,6,,,,,115000.0,2024-06-20
376,40993822,https://www.njuskalo.hr/nekretnine/apartman-prvom-katu-samo-160-m-mora-oglas-40993822,8,Primorsko-goranska,Malinska-Dubašnica,Malinska,1,59.09,,2.0,Terasa,1.0,1.,,2002.0,,1,,285000.0,2024-06-20
377,43236310,https://www.njuskalo.hr/nekretnine/split-manus-jednosobni-16.9m2-namjesten-opremljen-oglas-43236310,17,Splitsko-dalmatinska,Split,Manuš,1,16.9,16.9,1.0,Nema ništa navedeno,1.0,1.,1,1895.0,2016.0,,,135000.0,2024-06-20
